Fecha,Libro,Autor,Género,Cantidad,Precio Unitario
2022/06/04,El alquimista,Brandi Poole,No Ficción,6,19.76
2024/12/04,El alquimista,Marissa Powell,Ficción,4,37.32
2024/10/05,Crónicas de un viajero,Todd Escobar,Autoayuda,7,8.87
2025/01/14,El último amanecer,Garrett Johnson,Historia,10,21.56
2024/01/08,Secretos ocultos,Robert Hunt,Autoayuda,9,6.94
2023/03/01,Cien años de soledad,Kimberly Rodriguez,Misterio,1,19.87
2022/09/14,Mentes brillantes,Jacob Schwartz DDS,No Ficción,1,47.7
2022/08/10,Secretos ocultos,Anthony Sweeney,Terror,1,40.91
2025/01/20,Bajo la luna roja,Susan Johnson,Misterio,9,6.09
2023/05/05,Cien años de soledad,Charles Bowen,Misterio,19,38.38
2021/07/15,Las voces del pasado,Jennifer Peters,Autoayuda,4,14.47
2021/04/22,Las voces del pasado,Melissa Silva,Romance,9,35.5
2022/05/31,Las voces del pasado,Chelsea Johnson,Terror,5,41.17
2023/08/25,Mentes brillantes,Theresa Newton,Romance,14,19.3
2022/06/29,Destino incierto,Ebony Kane,Historia,2,20
2023/12/17,El último amanecer,Jonathan Beasley,Autoayuda,2,33.88
2022/05/10,El misterio del tiempo,Jose Moody,Historia,10,23.64
2023/04/07,El alquimista,Megan Jones,Romance,16,36.71
2021/05/19,Cien años de soledad,Jason Garcia,Romance,4,24.87
2024/06/13,La teoría del todo,Kelli Ramos,Ficción,9,23.13
2021/06/15,La sombra del viento,Martin Wilkins,No Ficción,8,26.24
2025/03/04,El alquimista,Kelly Henderson,Ciencia,10,48.48
2021/08/11,Cien años de soledad,Nicole Rollins,No Ficción,3,49.85
2023/08/10,La teoría del todo,Jennifer Haas,No Ficción,17,45.88
2022/08/30,Destino incierto,Shelly Maddox,Autoayuda,14,8.64
2023/03/16,Destino incierto,Amanda Arias,Terror,12,40.77
2021/11/20,El enigma de la cueva,James Davis,Romance,9,49.74
2023/11/21,La teoría del todo,Anthony Phillips,Autoayuda,14,31.2
2022/03/26,El alquimista,David Orr,Ciencia,11,11.93
2021/11/04,El alquimista,Tanya Escobar,Fantasía,12,6.11
2021/07/25,La sombra del viento,Christopher Hutchinson,Fantasía,10,33.58
2024/07/29,Destino incierto,Adam Baker,Autoayuda,15,7.77
2023/07/03,Sombras en la ciudad,Margaret Barrett,Autoayuda,14,19.8
2024/01/23,La sombra del viento,Jennifer Jones,No Ficción,19,40.69
2022/02/08,Sombras en la ciudad,Molly Gomez,Romance,11,23.78
2021/10/09,Las voces del pasado,Peter Kelly,Historia,2,30.23
2024/06/01,Mentes brillantes,Raymond Gonzalez,Terror,3,36.27
2024/01/23,Crónicas de un viajero,David Andrews,Misterio,1,41.81
2024/01/11,Cien años de soledad,Jamie Lopez,Misterio,20,17.49
2023/03/03,Cien años de soledad,Joshua Rogers,Fantasía,17,43.37
2023/12/21,Crónicas de un viajero,Timothy Jones,Romance,3,7.13
2021/06/15,Crónicas de un viajero,Sandra Ford,Fantasía,20,49.08
2021/07/25,El arte de la guerra,Rachel Hogan,Ciencia,8,44.3
2024/11/29,Las voces del pasado,Joseph Cox,Autoayuda,3,31.17
2021/04/09,Mentes brillantes,Brenda Harrell,No Ficción,13,35.22
2023/11/11,Destino incierto,Robert Wallace,No Ficción,17,48.16
2025/02/01,Secretos ocultos,Louis Allen,Terror,13,28.85
2022/07/07,El alquimista,Elizabeth Hays,Ciencia,11,47.09
2023/04/07,El enigma de la cueva,Pamela Hill,Autoayuda,2,14.25
2022/04/18,El misterio del tiempo,Kathleen Jimenez,Fantasía,16,33.64
2023/04/08,Las voces del pasado,John Kennedy,Terror,8,16.47
2023/10/06,La teoría del todo,Eric Bryant,Ficción,13,12.54
2024/10/12,Crónicas de un viajero,Hannah Myers,Terror,6,39.77
2023/03/20,Crónicas de un viajero,Angela Medina,Historia,8,45
2022/06/03,Destino incierto,Sarah Barrett,Fantasía,5,42.09
2022/11/12,Destino incierto,James Brown,Fantasía,11,12.48
2023/02/05,El enigma de la cueva,Jeffrey Howell,Fantasía,3,47.18
2024/07/14,El enigma de la cueva,Thomas Smith,Ciencia,20,10.01
2022/03/24,La teoría del todo,Donald Wright,Historia,8,14.08
2024/05/01,Bajo la luna roja,Jill Holloway,Historia,10,12.71
2024/01/13,Sombras en la ciudad,Melissa Stevens,Romance,6,48.91
2024/01/12,Cien años de soledad,Michael King,Ficción,2,24.43
2023/03/24,Bajo la luna roja,Colin Gonzalez,Romance,10,27.3
2022/05/27,El arte de la guerra,Eric Mathews,Autoayuda,12,39.99
2023/03/11,Bajo la luna roja,Donna Jones,Fantasía,14,24.88
2023/10/06,Destino incierto,Amy Bailey,Historia,11,33.09
2023/09/20,El arte de la guerra,Christopher Russell,Autoayuda,7,12.55
2023/08/28,Secretos ocultos,Ryan Arroyo,Terror,8,30.38
2024/01/25,Crónicas de un viajero,Roy Oneill,No Ficción,8,27.49
2021/11/21,Mentes brillantes,Brian Todd,Autoayuda,8,6.9
2023/11/27,El arte de la guerra,Jillian Flores,No Ficción,14,45.89
2024/02/03,Las voces del pasado,Holly Thomas,Ficción,9,29.13
2022/06/08,La teoría del todo,Tonya Brown,Autoayuda,19,23.88
2024/11/28,El misterio del tiempo,Jason Foley,Historia,18,6.32
2022/12/31,Bajo la luna roja,Robert Nguyen,Ciencia,16,26.52
2022/01/13,Mentes brillantes,Daniel Flowers,No Ficción,12,33.53
2024/07/04,La sombra del viento,William Adams,Historia,8,24.31
2022/07/08,Crónicas de un viajero,Charles Stevenson,No Ficción,2,32.69
2023/03/01,El arte de la guerra,Virginia Ross,Ciencia,19,19.51
2021/06/17,Cien años de soledad,John Hale,Misterio,12,29.75
2021/12/11,El arte de la guerra,Angela Thompson,Ciencia,7,15.43
2023/01/31,El último amanecer,Andrew Smith,Ficción,2,40
2025/02/12,El último amanecer,Nathaniel Austin,Romance,9,27.43
2024/09/07,Cien años de soledad,Tanner Grant,Fantasía,11,49.97
2024/06/14,La sombra del viento,Sarah Murray,No Ficción,1,25.66
2021/08/01,La sombra del viento,Troy Sims,Terror,7,27.72
2023/03/02,Destino incierto,Eric Parker,Terror,18,6.19
2023/04/04,Secretos ocultos,Tina Mcpherson,Fantasía,12,11.4
2022/02/12,Sombras en la ciudad,Nicole Young,Fantasía,3,46.82
2023/03/29,El alquimista,Wendy Fuller,Misterio,17,6.57
2024/03/11,El arte de la guerra,Erika Velez,Historia,12,8.67
2022/09/15,Destino incierto,Ryan Case,Ficción,20,47.57
2022/04/30,Secretos ocultos,Kathleen Weeks,Historia,13,34.3
2021/05/10,Destino incierto,Roy Key,Fantasía,17,47.97
2024/02/06,Destino incierto,Steven Harmon,Romance,13,44.56
2021/06/21,La sombra del viento,Margaret Hudson,Romance,9,29.44
2022/05/26,Sombras en la ciudad,Sharon Porter,Autoayuda,3,9.75
2021/12/28,Cien años de soledad,Kenneth West,Terror,20,5.15
2024/05/30,Mentes brillantes,Tiffany Crane,Ficción,2,19.08
2024/05/18,Las voces del pasado,Patrick Bennett,No Ficción,3,34.27
2024/08/14,Bajo la luna roja,Andrew Drake,Historia,15,18.59
2023/09/22,El alquimista,Kevin Fletcher,Ficción,16,38.4
2024/06/03,Secretos ocultos,Jonathan Jones,Romance,15,9.68
2022/12/24,Sombras en la ciudad,Brad Ortiz,Terror,12,26.6
2023/10/30,El misterio del tiempo,Bernard Obrien,Terror,9,49.98
2024/01/06,La sombra del viento,Jeffrey Ward,Autoayuda,5,15.76
2024/10/11,Mentes brillantes,Theodore Roberts,Romance,1,27.61
2022/10/20,La sombra del viento,Rebecca Compton,No Ficción,5,41.42
2023/08/25,Secretos ocultos,Bobby Alvarez,Misterio,6,13.59
2024/11/18,El arte de la guerra,Brandon Schultz,Terror,14,24.88
2024/02/05,Cien años de soledad,Suzanne Vega,No Ficción,9,45.56
2023/12/26,Mentes brillantes,Megan Molina,Fantasía,8,9.09
2021/12/16,El misterio del tiempo,Mary Walker,Historia,16,25.64
2022/05/23,Sombras en la ciudad,Joshua Taylor,Misterio,16,29.95
2024/01/06,Las voces del pasado,Michael Aguilar,Misterio,8,11.07
2022/12/22,El arte de la guerra,Kathleen Martinez,No Ficción,12,8.85
2022/08/14,El alquimista,Cory Webb,Misterio,5,24.33
2023/09/16,La sombra del viento,Melissa Mitchell,Terror,6,19.94
2024/02/29,Bajo la luna roja,Ryan Owen,Misterio,15,6.81
2023/07/22,Las voces del pasado,Christopher Moreno,Terror,16,14.32
2025/03/20,Mentes brillantes,Lisa Mcgee,Romance,16,31.56
2023/07/09,La sombra del viento,Brandon Jenkins,Historia,19,7.41
2021/08/24,Destino incierto,David Barnes,Ciencia,9,37.62
2024/01/15,La teoría del todo,James Meyer,Fantasía,4,25
2023/06/06,Mentes brillantes,Mary Hamilton,Misterio,17,35.97
2021/08/06,El enigma de la cueva,Alex Sheppard,Romance,19,29.28
2022/09/09,Cien años de soledad,Brendan Clay,No Ficción,20,21.94
2023/11/12,Secretos ocultos,Dana Martin,Romance,4,49.98
2023/01/07,Cien años de soledad,Kelly Vang,Historia,20,47.68
2021/05/29,Mentes brillantes,Phyllis Stephens,Autoayuda,20,7.68
2021/07/15,La teoría del todo,James Lawson,Ficción,10,5.18
2024/11/16,Mentes brillantes,Teresa Rhodes,Terror,6,18.82
2024/10/30,El último amanecer,Jeffrey Smith,Ficción,12,6.99
2023/01/08,El enigma de la cueva,Michael Kennedy,No Ficción,15,22.2
2023/05/26,Secretos ocultos,Ronald Sharp,Terror,9,31.59
2023/04/01,La sombra del viento,Teresa Hall,Ciencia,17,19.26
2023/08/03,Sombras en la ciudad,Kathryn Stokes,Romance,8,19.81
2023/06/07,Crónicas de un viajero,Alexander Mack,Ciencia,1,39.89
2023/12/16,Bajo la luna roja,Amber Mckinney,No Ficción,3,31.28
2023/11/21,La sombra del viento,Kathleen Singh,Fantasía,16,47.33
2025/01/23,Mentes brillantes,Cynthia Herrera,Autoayuda,7,25.23
2023/02/12,Bajo la luna roja,Jonathan Ford,Ciencia,20,45.63
2022/09/28,Crónicas de un viajero,Matthew Cunningham,Fantasía,3,20.17
2023/10/29,Sombras en la ciudad,Sara Nguyen,Romance,20,23.78
2022/05/14,Destino incierto,Ronald Singleton,Terror,20,15.07
2025/01/03,El último amanecer,Joseph Walsh,Autoayuda,2,14.44
2024/09/02,El misterio del tiempo,Daniel Cummings MD,Misterio,8,10.89
2023/09/25,El arte de la guerra,Katherine Gomez,Misterio,2,21.4
2021/07/24,Destino incierto,Keith Olson,Autoayuda,19,6.43
2024/07/23,Sombras en la ciudad,Michelle Wells,Ficción,4,9.01
2023/06/20,Sombras en la ciudad,Katherine Roberson,Ciencia,10,38.77
2024/01/27,La sombra del viento,Caitlin Perez,Ficción,14,28.92
2023/10/14,El alquimista,Jennifer Richardson,No Ficción,7,21.26
2022/08/11,El misterio del tiempo,John Jones,Fantasía,13,26.92
2023/06/25,La sombra del viento,Jonathon Lopez,Autoayuda,17,23.71
2022/07/03,La sombra del viento,Paul Rodriguez,Autoayuda,5,36.78
2023/10/11,El alquimista,Melanie Bowman,Misterio,16,36.65
2022/02/27,El último amanecer,Paul Alvarado,Fantasía,15,42.59
2021/08/05,La teoría del todo,Alan Hendricks,Ficción,9,42.96
2025/03/07,Crónicas de un viajero,Nicole James,Misterio,20,37.42
2023/10/12,El enigma de la cueva,Patricia Carroll,Misterio,15,27.09
2023/08/06,El último amanecer,Jordan Johnson,No Ficción,6,14.17
2023/12/23,El arte de la guerra,Kelly Martinez,Fantasía,17,43.04
2023/11/04,Las voces del pasado,Shane Livingston,Misterio,17,13.7
2021/07/21,La teoría del todo,Caroline Watts,Ficción,14,31.8
2022/11/14,La teoría del todo,Scott Newman,Autoayuda,11,20.45
2023/06/06,Secretos ocultos,Rhonda Little,Ficción,7,39.48
2022/06/25,El misterio del tiempo,Robert Martinez,Ficción,11,30.44
2021/09/13,El enigma de la cueva,April Haley,No Ficción,3,8.48
2022/08/12,Secretos ocultos,Elizabeth Hamilton,Ficción,11,33.05
2021/11/15,Las voces del pasado,Christina Morrison,Romance,2,31.18
2025/03/24,La sombra del viento,Vincent Hooper,Misterio,19,38.89
2022/07/29,La sombra del viento,Mark Russell,Historia,14,24.63
2023/09/02,La teoría del todo,Gabriela Johns,Terror,10,32.03
2021/08/01,El alquimista,Julie Martinez,Misterio,19,26.63
2022/04/09,El arte de la guerra,Joseph Short,Historia,9,21.25
2021/07/24,Las voces del pasado,Lisa Murillo,No Ficción,12,42.82
2023/01/21,Crónicas de un viajero,Rachel Martinez,Historia,12,25.27
2022/06/27,Destino incierto,Samantha Greene,Misterio,7,11.31
2024/04/23,La sombra del viento,Jamie Erickson,Romance,5,36.45
2023/03/08,El misterio del tiempo,Deborah Quinn,Misterio,1,8.22
2023/01/23,El último amanecer,Geoffrey Owens,Ficción,13,35.42
2023/10/07,Las voces del pasado,Charles Smith,Ciencia,13,39.96
2024/03/18,La teoría del todo,Joshua Wallace,Misterio,9,12.96
2024/05/22,El arte de la guerra,Christina Gardner,Historia,19,43.84
2023/02/01,El arte de la guerra,Kelly Weeks,No Ficción,4,18.02
2022/05/31,La sombra del viento,Ashley Morton,Terror,17,29.59
2022/11/05,Sombras en la ciudad,Thomas Mann,Ciencia,14,11.96
2023/03/04,Mentes brillantes,Mrs. Kelly Henson,Romance,11,38.84
2023/04/08,Cien años de soledad,John Walsh,Romance,13,7.07
2024/12/17,Destino incierto,Melissa Walker,Autoayuda,8,13.7
2025/01/14,La teoría del todo,Sara Castro,Misterio,9,12.2
2023/01/21,El arte de la guerra,Scott Warner,No Ficción,4,35.03
2023/03/19,La sombra del viento,Charles Barry,Autoayuda,14,45.01
2024/10/30,La teoría del todo,Olivia Acevedo,Romance,5,13.85
2024/04/01,Las voces del pasado,Melissa Sanchez,Misterio,12,7.56
2023/12/20,La teoría del todo,Jason Martinez,Autoayuda,16,13.52
2024/10/24,Destino incierto,Jacob Anderson,Fantasía,15,23.37
2022/08/07,Crónicas de un viajero,Scott Meyers,Ficción,16,11.96
2023/11/17,Secretos ocultos,Terrence Garcia,Romance,17,45.68
2025/02/27,El enigma de la cueva,Samuel Frederick,Autoayuda,7,31.03
2023/04/29,El misterio del tiempo,Mark Shaffer,Misterio,2,22.12
2022/12/30,La teoría del todo,Jessica Watkins,Terror,15,6.5
2024/09/13,Las voces del pasado,Brent Roberts,Historia,16,45.36
2023/08/21,Secretos ocultos,David Haney,Misterio,3,49.02
2023/09/01,Secretos ocultos,Tiffany Baker,Fantasía,7,5.15
2024/03/17,El arte de la guerra,Ronald Barrett,Ciencia,1,34.88
2021/05/23,El último amanecer,Riley Nichols,Ciencia,8,28.35
2023/09/13,El misterio del tiempo,Tara Barrett,No Ficción,11,47.36
2022/02/12,Secretos ocultos,Daniel Riley,Ciencia,2,11.05
2024/12/15,La teoría del todo,Jessica Lee DDS,Ficción,13,21.5
2024/08/10,La teoría del todo,William Craig,Terror,16,47.72
2024/09/02,El misterio del tiempo,Elizabeth Potter,Ciencia,7,24.61
2023/04/23,Crónicas de un viajero,Lisa Odonnell,Misterio,11,18.6
2023/10/15,La teoría del todo,Christopher Cooper,Historia,19,22.8
2023/09/03,El arte de la guerra,Blake Wilson,Autoayuda,11,31.27
2023/12/20,La teoría del todo,Gilbert Gonzalez,Ficción,10,30.16
2023/09/05,Mentes brillantes,Mark Zamora,No Ficción,5,34.29
2022/09/30,El alquimista,Jessica Martin,No Ficción,11,21.32
2021/04/04,Sombras en la ciudad,Justin Jones,Autoayuda,6,46.93
2022/07/19,Mentes brillantes,Kristi Hernandez,Terror,11,40.76
2024/08/14,La teoría del todo,Heidi Hess,Misterio,6,7.84
2023/07/07,El misterio del tiempo,Mark Hughes,Terror,13,20.91
2023/10/09,Cien años de soledad,Jennifer King,Misterio,5,45.07
2025/03/03,El misterio del tiempo,Jennifer Rose,Misterio,11,29.51
2023/01/10,El enigma de la cueva,Zachary Powers,No Ficción,4,15.2
2024/07/06,El misterio del tiempo,David Nelson,Historia,20,10.98
2022/07/22,Cien años de soledad,Tammy Morton,Fantasía,5,22.38
2022/12/19,Bajo la luna roja,Debbie Sellers,Terror,11,38.3
2023/07/03,Sombras en la ciudad,James Riddle,Misterio,17,33.74
2022/11/12,La teoría del todo,Courtney Hernandez,Romance,7,10.82
2024/10/31,El último amanecer,Alexis Kim,No Ficción,18,17.39
2024/04/27,Crónicas de un viajero,Victoria Mclaughlin,No Ficción,19,42.52
2023/02/06,El arte de la guerra,Jesus Miller,No Ficción,1,27.71
2025/02/21,Crónicas de un viajero,Kelsey Rodriguez,Ficción,18,41.64
2023/05/26,La sombra del viento,Amy Gamble,Historia,5,8.06
2024/09/17,Destino incierto,Brian Morgan,Misterio,18,8.71
2022/12/18,Crónicas de un viajero,Amy Kelly,Historia,16,41.38
2022/12/17,Crónicas de un viajero,Gabriel Simmons,Terror,8,26.02
2024/09/26,Las voces del pasado,Bradley Porter,Misterio,17,5.88
2024/11/21,El alquimista,James Rodriguez,Ficción,19,47.77
2021/08/05,El misterio del tiempo,Mario Lopez,Ficción,11,13.85
2024/07/19,El arte de la guerra,Amy Morales,Autoayuda,12,41.49
2022/06/30,Bajo la luna roja,Virginia Gardner,No Ficción,1,27.48
2024/06/06,El arte de la guerra,Christine Coleman,Ficción,7,41.95
2022/06/10,Destino incierto,Lori Hammond,Historia,17,25.37
2023/09/11,La sombra del viento,Raymond Baker,Romance,3,17.45
2024/01/08,Secretos ocultos,Jennifer Evans,Historia,16,21.77
2021/06/18,Mentes brillantes,Johnny Munoz,Ciencia,11,39.96
2023/08/25,El último amanecer,Donald Martinez,No Ficción,6,41.01
2021/07/09,Secretos ocultos,Eric Lara,Ciencia,3,31.77
2021/07/31,Mentes brillantes,Paul Rogers,Misterio,15,26.74
2024/04/28,Bajo la luna roja,Maria Gray,Fantasía,15,23.17
2023/07/11,Cien años de soledad,Kimberly Jacobson,Romance,11,30.67
2022/07/25,El misterio del tiempo,Mr. Adam Cook,Terror,15,49.2
2023/10/07,Las voces del pasado,Kathleen Moore,Fantasía,2,43.05
2021/07/07,Crónicas de un viajero,Breanna Ellis,Terror,8,49.2
2024/11/14,El enigma de la cueva,Christian Hunter,Historia,19,41.36
2022/06/13,Destino incierto,Morgan Wiley,Ciencia,12,31.39
2022/04/08,Cien años de soledad,Casey Nelson,Romance,1,40.85
2023/02/05,Crónicas de un viajero,Dustin Logan,Ciencia,15,13.97
2021/05/19,Sombras en la ciudad,James Harris,Terror,11,17.7
2025/03/21,Mentes brillantes,Nathan Taylor,No Ficción,12,11.47
2022/11/11,Mentes brillantes,Ryan Terry,Ciencia,13,40.57
2023/01/24,La sombra del viento,Christopher Reid,Terror,14,30.1
2023/12/07,El arte de la guerra,Jonathan Mcconnell,Fantasía,15,20.97
2025/02/21,Sombras en la ciudad,Jason Booth,Terror,8,21.92
2022/03/12,El misterio del tiempo,Dorothy Anderson,Terror,1,36.44
2024/06/14,Cien años de soledad,Steven Wall,Fantasía,12,12.37
2022/07/23,El último amanecer,Brandon Diaz,Ciencia,1,38.73
2021/12/04,Mentes brillantes,Aaron Smith,Misterio,16,29.04
2024/09/22,La sombra del viento,Courtney Garcia,Ciencia,18,12.68
2023/12/12,El arte de la guerra,Sandra Mcbride,Terror,10,45.98
2024/08/24,La sombra del viento,Thomas Stevens,No Ficción,6,47.68
2023/07/14,Mentes brillantes,Alexander Pruitt,Fantasía,19,49.67
2022/04/04,El enigma de la cueva,William Banks,Historia,17,24.16
2021/12/10,Mentes brillantes,Lindsey Davis,Fantasía,18,39.32
2024/10/24,El alquimista,Allison Kim,Ciencia,14,29.08
2023/09/21,El arte de la guerra,David Collins,Ficción,7,18.34
2022/03/22,La teoría del todo,Caitlin Mcdaniel,Misterio,18,12.96
2024/12/05,La sombra del viento,Wendy Baxter,Ficción,17,49.44
2022/03/07,Las voces del pasado,Gabriel Fitzgerald,Misterio,9,41.96
2024/02/18,El alquimista,John Lamb,Romance,4,30.36
2022/10/19,La teoría del todo,Douglas Ward,Ficción,14,5.56
2024/08/08,Bajo la luna roja,Jerry Taylor,Romance,19,13.89
2023/10/02,Cien años de soledad,Phillip Strong,Romance,1,8.78
2022/08/06,La teoría del todo,Stephanie Koch,Misterio,12,43.61
2022/01/29,El arte de la guerra,Michele Bird,Historia,6,16.03
2024/10/11,Destino incierto,Melissa White,Fantasía,12,20.31
2024/06/04,La sombra del viento,Janet Davis,Misterio,2,49.39
2024/03/21,El enigma de la cueva,Tracy Cook,Autoayuda,6,25.51
2022/05/27,El alquimista,Sarah Long,No Ficción,15,12.42
2022/04/26,El misterio del tiempo,Lauren Lewis,Misterio,4,5.31
2024/03/24,El misterio del tiempo,James Ortiz,Ficción,14,23.46
2023/10/27,Sombras en la ciudad,Nancy Gilbert,Misterio,16,22.25
2024/09/21,Bajo la luna roja,Danielle George,Ficción,1,28.73
2023/04/26,El enigma de la cueva,Michael Manning,Ciencia,10,12.08
2024/04/04,Sombras en la ciudad,Michelle Jones MD,Romance,16,23.27
2022/08/01,El enigma de la cueva,Samuel Bird,Romance,17,5.27
2023/04/02,Secretos ocultos,Kevin Barnes,Historia,12,33.7
2024/03/23,El enigma de la cueva,Nancy Everett,Misterio,18,6.82
2024/01/27,Bajo la luna roja,Michael Anderson,No Ficción,8,8.2
2024/12/10,Crónicas de un viajero,Brian Wilson,Terror,19,24.76
2022/06/02,Sombras en la ciudad,Tiffany Bond,Ficción,6,24.05
2023/04/14,Las voces del pasado,Sandra Kelly,Terror,13,14.98
2023/04/12,La sombra del viento,Jessica Johnson,Terror,8,25.54
2021/10/18,La teoría del todo,Sherri Bishop,Historia,9,11.91
2021/06/21,El misterio del tiempo,Sharon Owen,Autoayuda,5,7.39
2022/09/22,Cien años de soledad,Elizabeth Moore,Misterio,17,10.27
2023/06/24,Sombras en la ciudad,Lisa Nelson,Terror,8,35.07
2023/07/12,Destino incierto,Lee Montgomery,Ficción,8,46.13
2024/02/17,Sombras en la ciudad,Mary Blair,Ciencia,14,44.43
2022/05/27,Sombras en la ciudad,April Orozco,Terror,3,47.22
2024/11/23,El alquimista,Leslie Robbins,No Ficción,3,15.27
2024/06/28,Sombras en la ciudad,Krystal Hansen,Fantasía,5,19.17
2024/03/27,Mentes brillantes,George Baker,Historia,6,6.23
2025/03/23,Mentes brillantes,Russell Henderson,Misterio,4,47.53
2024/03/25,Sombras en la ciudad,Susan Thompson,Ciencia,12,5.65
2021/10/05,Mentes brillantes,Stephanie James,Fantasía,3,7.47
2023/11/10,El arte de la guerra,Maria Williams,Romance,3,45.78
2021/08/07,El arte de la guerra,Karen Welch,Misterio,14,20.77
2021/09/04,Bajo la luna roja,Jeffrey Henderson,Autoayuda,6,22.78
2021/10/15,La sombra del viento,William Castillo,Terror,19,34.3
2025/02/08,Crónicas de un viajero,Stephen Smith,No Ficción,13,17.56
2022/04/25,El enigma de la cueva,James Evans,Ficción,1,26.35
